MODEL PATTERN,FOOT REST,SGC:FRT PUBX,SGC:FRT PUBX UP,SGC:REAR PUBX,B/PANEL,EURO-5,SIDE STEP
120516U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120517U0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
120518U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120519U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120520U0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
120521U0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
120522U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120523U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120524U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120525U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120526U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120527U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120528U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120529U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120530U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120531U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120532U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120533U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120534U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120535U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120536U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120537U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120538U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120539U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120540U0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120680U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120681U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120682U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120683U0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120457U0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
120458U0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
120459U0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
120460U0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
120461U0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
120462U0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120463U0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120464U0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120465U0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120466U0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
120688U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
120689U0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
