HEADERRT50 FRAME        201011011108070017000000                                                                                                                          
120E1H000070051L000620           006508981498860     201105101312267125012                                                                                                
120E1H000080011L000621           006608981498860     201105101312267125012                                                                                                
120E1H000080021L000622           006708981498860     201105101312267125012                                                                                                
120E1H000080031L000623           006808981498860     201105101312267125012                                                                                                
120E1H000080041L000624           006908981498860     201105101312267125012                                                                                                
120E1H000080051L000625           007008981498860     201105101312267125012                                                                                                
120E1H000090011L000626           007108981498860     201105101312267125012                                                                                                
120E1H000090021L000627           007208981498860     201105101312267125012                                                                                                
120E1H000090031L000628           007308981498860     201105101312267125012                                                                                                
120E1H000090041L000629           007408981498860     201105101312267125012                                                                                                
120E1H000090051L000630           007508981498860     201105101312267125012                                                                                                
120E1H000100011L000631           007608981498860     201105101312267125012                                                                                                
120E1H000100021L000632           007708981498860     201105101312267125012                                                                                                
120E1H000100031L000633           007808981498860     201105101312267125012                                                                                                
120E1H000100041L000634           007908981498860     201105101312267125012                                                                                                
120E1H000100051L000635           008008981498860     201105101312267125012                                                                                                
120E1H000110011L000636           008108981498860     201105101312267125012                                                                                                
120E1H000110021L000637           008208981498860     201105101312267125012                                                                                                
120E1H000110031L000638           008308981498860     201105101312267125012                                                                                                
120E1H000110041L000639           008408981498860     201105101312267125012                                                                                                
120E1H000110051L000640           008508981498860     201105101312267125012                                                                                                
120E1H000120011L000641           008608981498860     201105101312267125012                                                                                                
120E1H000120021L000642           008708981498860     201105101312267125012                                                                                                
120E1H000120031L000643           008808981498860     201105101312267125012                                                                                                
120E1H000120041L000644           008908981498860     201105101312267125012                                                                                                
120E1H000120051L000645           009008981498860     201105101312267125012                                                                                                
120E1H000130011L000646           009108981498860     201105101312267125012                                                                                                
120E1H000130021L000647           009208981498860     201105101312267125012                                                                                                
120E1H000130031L000648           009308981498860     201105101312267125012                                                                                                
120E1H000130041L000649           009408981498860     201105101312267125012                                                                                                
120E1H000130051L000650           009508981498860     201105101312267125012                                                                                                
120E1H000140011L000651           009608981498860     201105101312267125012                                                                                                
120E1H000140021L000652           009708981498860     201105101312267125012                                                                                                
120E1H000140031L000653           009808981498860     201105101312267125012                                                                                                
120E1H000140041L000654           009908981498860     201105101312267125012                                                                                                
120E1H000140051L000655           010008981498860     201105101312267125012                                                                                                
120E1H000150011L000656           010108981498860     201105101312267125012                                                                                                
120E1H000150021L000657           010208981498860     201105101312267125012                                                                                                
120E1H000150031L000658           010308981498860     201105101312267125012                                                                                                
120E1H000150041L000659           010408981498860     201105101312267125012                                                                                                
120E1H000150051L000660           010508981498860     201105101312267125012                                                                                                
120E1H000160011L000661           010608981498860     201105101312267125012                                                                                                
120E1H000160021L000662           010708981498860     201105101312267125012                                                                                                
120E1H000160031L000663           010808981498860     201105101312267125012                                                                                                
120E1H000160041L000664           010908981498860     201105101312267125012                                                                                                
120E1H000160051L000665           011008981498860     201105101312267125012                                                                                                
120E1H000170011L000666           011108981498860     201105101312267125012                                                                                                
120E1H000170021L000667           011208981498860     201105101312267125012                                                                                                
120E1H000170031L000668           011308981498860     201105101312267125012                                                                                                
120E1H000170041L000669           011408981498860     201105101312267125012                                                                                                
120E1H000170051L000670           011508981498860     201105101312267125012                                                                                                
120E1H000180011L000671           011608981498860     201105101312267125012                                                                                                
120E1H000180021L000672           011708981498860     201105101312267125012                                                                                                
120E1H000180031L000673           011808981498860     201105101312267125012                                                                                                
120E1H000180041L000674           011908981498860     201105101312267125012                                                                                                
120E1H000180051L000675           012008981498860     201105101312267125012                                                                                                
120E1H000190011L000676           012108981498860     201105101312267125012                                                                                                
120E1H000190021L000677           012208981498860     201105101312267125012                                                                                                
120E1H000190031L000678           012308981498860     201105101312267125012                                                                                                
120E1H000190041L000679           012408981498860     201105101312267125012                                                                                                
120E1H000190051L000680           012508981498860     201105101312267125012                                                                                                
120E1H000200011L000681           012608981498860     201105101312267125012                                                                                                
120E1H000200021L000682           012708981498860     201105101312267125012                                                                                                
120E1H000200031L000683           012808981498860     201105101312267125012                                                                                                
120E1H000200041L000684           012908981498860     201105101312267125012                                                                                                
120E1H000200051L000685           013008981498860     201105101312267125012                                                                                                
120E1H000210011L000686           013108981498860     201105101312267125012                                                                                                
120E1H000210021L000687           013208981498860     201105101312267125012                                                                                                
120E1H000210031L000688           013308981498860     201105101312267125012                                                                                                
120E1H000210041L000689           013408981498860     201105101312267125012                                                                                                
120E1H000210051L000690           013508981498860     201105101312267125012                                                                                                
120E1H000220011L000691           013608981498860     201105101312267125012                                                                                                
120E1H000220021L000692           013708981498860     201105101312267125012                                                                                                
120E1H000220031L000693           013808981498860     201105101312267125012                                                                                                
120E1H000220041L000694           013908981498860     201105101312267125012                                                                                                
120E1H000220051L000695           014008981498860     201105101312267125012                                                                                                
120E1H000230011L000696           014108981498860     201105101312267125012                                                                                                
120E1H000230021L000697           014208981498860     201105101312267125012                                                                                                
120E1H000230031L000698           014308981498860     201105101312267125012                                                                                                
120E1H000230041L000699           014408981498860     201105101312267125012                                                                                                
120E1H000230051L000700           014508981498860     201105101312267125012                                                                                                
120E1H000240011L000701           014608981498860     201105101312267125012                                                                                                
120E1H000240021L000702           014708981498860     201105101312267125012                                                                                                
120E1H000240031L000703           014808981498860     201105101312267125012                                                                                                
120E1H000240041L000704           014908981498860     201105101312267125012                                                                                                
120E1H000240051L000705           015008981498860     201105101312267125012                                                                                                
120E1H000250011L000706           015108981498860     201105101312267125012                                                                                                
120E1H000250021L000707           015208981498860     201105101312267125012                                                                                                
120E1H000250031L000708           015308981498860     201105101312267125012                                                                                                
120E1H000250041L000709           015408981498860     201105101312267125012                                                                                                
120E1H000250051L000710           015508981498860     201105101312267125012                                                                                                
120E1H000260011L000711           015608981498860     201105101312267125012                                                                                                
120E1H000260021L000712           015708981498860     201105101312267125012                                                                                                
120E1H000260031L000713           015808981498860     201105101312267125012                                                                                                
120E1H000260041L000714           015908981498860     201105101312267125012                                                                                                
120E1H000260051L000715           016008981498860     201105101312267125012                                                                                                
120E1H000270011L000716           016108981498860     201105101312267125012                                                                                                
120E1H000270021L000717           016208981498860     201105101312267125012                                                                                                
120E1H000270031L000718           016308981498860     201105101312267125012                                                                                                
120E1H000270041L000719           016408981498860     201105101312267125012                                                                                                
120E1H000270051L000720           016508981498860     201105101312267125012                                                                                                
120E1H000280011L000721           016608981498860     201105101312267125012                                                                                                
120E1H000280021L000722           016708981498860     201105101312267125012                                                                                                
120E1H000280031L000723           016808981498860     201105101312267125012                                                                                                
120E1H000280041L000724           016908981498860     201105101312267125012                                                                                                
120E1H000280051L000725           017008981498860     201105101312267125012                                                                                                
120E1H000290011L000726           017108981498860     201105101312267125012                                                                                                
120E1H000290021L000727           017208981498860     201105101312267125012                                                                                                
120E1H000290031L000728           017308981498860     201105101312267125012                                                                                                
120E1H000290041L000729           017408981498860     201105101312267125012                                                                                                
120E1H000290051L000730           017508981498860     201105101312267125012                                                                                                
120E1H000300011L000731           017608981498860     201105101312267125012                                                                                                
120E1H000300021L000732           017708981498860     201105101312267125012                                                                                                
120E1H000300031L000733           017808981498860     201105101312267125012                                                                                                
120E1H000300041L000734           017908981498860     201105101312267125012                                                                                                
120E1H000300051L000735           018008981498860     201105101312267125012                                                                                                
120E1H000310011L000736           018108981498860     201105101312267125012                                                                                                
120E1H000310021L000737           018208981498860     201105101312267125012                                                                                                
120E1H000310031L000738           018308981498860     201105101312267125012                                                                                                
120E1H000310041L000739           018408981498860     201105101312267125012                                                                                                
120E1H000310051L000740           018508981498860     201105101312267125012                                                                                                
120E1H000320011L000741           018608981498860     201105101312267125012                                                                                                
120E1H000320021L000742           018708981498860     201105101312267125012                                                                                                
120E1H000320031L000743           018808981498860     201105101312267125012                                                                                                
120E1H000320041L000744           018908981498860     201105101312267125012                                                                                                
120E1H000320051L000745           019008981498860     201105101312267125012                                                                                                
120E1H000330011L000746           019108981498860     201105101312267125012                                                                                                
120E1H000330021L000747           019208981498860     201105101312267125012                                                                                                
120E1H000330031L000748           019308981498860     201105101312267125012                                                                                                
120E1H000330041L000749           019408981498860     201105101312267125012                                                                                                
120E1H000330051L000750           019508981498860     201105101312267125012                                                                                                
120E1H000340011L000751           019608981498860     201105101312267125012                                                                                                
120E1H000340021L000752           019708981498860     201105101312267125012                                                                                                
120E1H000340031L000753           019808981498860     201105101312267125012                                                                                                
120E1H000340041L000754           019908981498860     201105101312267125012                                                                                                
120E1H000340051L000755           020008981498860     201105101312267125012                                                                                                
120E1H000350011L000756           020108981498860     201105101312267125012                                                                                                
120E1H000350021L000757           020208981498860     201105101312267125012                                                                                                
120E1H000350031L000758           020308981498860     201105101312267125012                                                                                                
120E1H000350041L000759           020408981498860     201105101312267125012                                                                                                
120E1H000350051L000760           020508981498860     201105101312267125012                                                                                                
120E1H000360011L000761           020608981498860     201105101312267125012                                                                                                
120E1H000360021L000762           020708981498860     201105101312267125012                                                                                                
120E1H000360031L000763           020808981498860     201105101312267125012                                                                                                
120E1H000360041L000764           020908981498860     201105101312267125012                                                                                                
120E1H000360051L000765           021008981498860     201105101312267125012                                                                                                
120E1H000370011L000766           021108981498860     201105101312267125012                                                                                                
120E1H000370021L000767           021208981498860     201105101312267125012                                                                                                
120E1H000370031L000768           021308981498860     201105101312267125012                                                                                                
120E1H000370041L000769           021408981498860     201105101312267125012                                                                                                
120E1H000370051L000770           021508981498860     201105101312267125012                                                                                                
120E1H000380011L000771           021608981498860     201105101312267125012                                                                                                
120E1H000380021L000772           021708981498860     201105101312267125012                                                                                                
120E1H000380031L000773           021808981498860     201105101312267125012                                                                                                
120E1H000380041L000774           021908981498860     201105101312267125012                                                                                                
120E1H000380051L000775           022008981498860     201105101312267125012                                                                                                
120E1H000390011L000776           022108981498860     201105101312267125012                                                                                                
120E1H000390021L000777           022208981498860     201105101312267125012                                                                                                
120E1H000390031L000778           022308981498860     201105101312267125012                                                                                                
120E1H000390041L000779           022408981498860     201105101312267125012                                                                                                
120E1H000390051L000780           022508981498860     201105101312267125012                                                                                                
120E1H000400011L000781           022608981498860     201105101312267125012                                                                                                
120E1H000400021L000782           022708981498860     201105101312267125012                                                                                                
120E1H000400031L000783           022808981498860     201105101312267125012                                                                                                
120E1H000400041L000784           022908981498860     201105101312267125012                                                                                                
120E1H000400051L000785           023008981498860     201105101312267125012                                                                                                
120E1H000410011L000786           023108981498860     201105101312267125012                                                                                                
120E1H000410021L000787           023208981498860     201105101312267125012                                                                                                
120E1H000410031L000788           023308981498860     201105101312267125012                                                                                                
120E1H000410041L000789           023408981498860     201105101312267125012                                                                                                
120E1H000410051L000790           023508981498860     201105101312267125012                                                                                                
120E1H000420011L000791           023608981498860     201105101312267125012                                                                                                
120E1H000420021L000792           023708981498860     201105101312267125012                                                                                                
120E1H000420031L000793           023808981498860     201105101312267125012                                                                                                
120E1H000420041L000794           023908981498860     201105101312267125012                                                                                                
120E1H000420051L000795           024008981498860     201105101312267125012                                                                                                
120E1H000430011L000796           024108981498860     201105101312267125012                                                                                                
120E1H000430021L000797           024208981498860     201105101312267125012                                                                                                
120E1H000430031L000798           024308981498860     201105101312267125012                                                                                                
120E1H000430041L000799           024408981498860     201105101312267125012                                                                                                
120E1H000430051L000800           024508981498860     201105101312267125012                                                                                                
120E1H000440011L000801           024608981498860     201105101312267125012                                                                                                
120E1H000440021L000802           024708981498860     201105101312267125012                                                                                                
120E1H000440031L000803           024808981498860     201105101312267125012                                                                                                
120E1H000440041L000804           024908981498860     201105101312267125012                                                                                                
120E1H000440051L000805           025008981498860     201105101312267125012                                                                                                
120E1H000450011L000806           025108981498860     201105101312267125012                                                                                                
120E1H000450021L000807           025208981498860     201105101312267125012                                                                                                
120E1H000450031L000808           025308981498860     201105101312267125012                                                                                                
120E1H000450041L000809           025408981498860     201105101312267125012                                                                                                
120E1H000450051L000810           025508981498860     201105101312267125012                                                                                                
120E1H000460011L000811           025608981498860     201105101312267125012                                                                                                
120E1H000460021L000812           025708981498860     201105101312267125012                                                                                                
120E1H000460031L000813           025808981498860     201105101312267125012                                                                                                
120E1H000460041L000814           025908981498860     201105101312267125012                                                                                                
120E1H000460051L000815           026008981498860     201105101312267125012                                                                                                
120E1H000470011L000816           026108981498860     201105101312267125012                                                                                                
120E1H000470021L000817           026208981498860     201105101312267125012                                                                                                
120E1H000470031L000818           026308981498860     201105101312267125012                                                                                                
