"HEADER","RT50 BODY         ","20100816","172400","    2","     ","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               "
"00001","010","GN000","749","105","001","E1003001","001","   ","20100816","0815","TFR86HPMSC"," ","LA","AD","                                     ","1234567890","1234567891","1234567892","1234567893",1234567894","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","                                                                                                    "
"00002","010","GN000","749","105","002","E1003001","002","   ","20100816","0915","TFR86HPMSC"," ","LA","AD","                                     ","2234567890","2234567891","2234567892","2234567893",2234567894","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","          ","                                                                                                    "
"TRAIL ","        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
